UserAgent,Page Views
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-T530NU Build/LRX22G),"35,675"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N910T Build/MMB29M),"35,638"
Dalvik/2.1.0 (Linux; U; Android 6.0; VS986 Build/MRA58K),"35,576"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T533 Build/LMY47X),"35,445"
Dalvik/2.1.0 (Linux; U; Android 6.0; XT1575 Build/MPHS24.49-18-4),"35,406"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G903W Build/MMB29K),"35,263"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H440n Build/MRA58K),"35,195"
Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N900V Build/LRX21V),"35,076"
BBCNews/3.7.1.8 CFNetwork/711.0.6 Darwin/14.0.0,"35,075"
Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI GRA-L09 Build/HUAWEIGRA-L09),"34,655"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SAMSUNG-SM-G900A Build/LMY47X),"34,601"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; XT1021 Build/KXC21.5-40),"34,547"
Dalvik/2.1.0 (Linux; U; Android 6.0; ALE-L21 Build/HuaweiALE-L21),"34,166"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N9208 Build/MMB29K),"34,124"
Dalvik/2.1.0 (Linux; U; Android 5.0; SM-G900V Build/LRX21T),"34,046"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G531F Build/LMY48B),"33,990"
BBCBeacon/0.74b (GT-S5830i; Android 2.3.6) news/2.5.4 UK,"33,989"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-J700F Build/MMB29K),"33,971"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SAMSUNG-SM-N920A Build/MMB29K),"33,872"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G900FD Build/MMB29M),"33,797"
BBCNews/3.4.1.2 CFNetwork/758.1.6 Darwin/15.0.0,"33,612"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Lenovo TB2-X30F Build/LenovoTB2-X30F),"33,204"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; GT-I9060I Build/KTU84P),"32,999"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G900F Build/KOT49H),"32,864"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N920W8 Build/MMB29K),"32,681"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SGH-M919 Build/KTU84P),"32,016"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J500F Build/LMY48B),"31,888"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-N5110 Build/KOT49H),"31,594"
BBCNews/3.7.1.8 CFNetwork/672.1.13 Darwin/14.0.0,"31,575"
Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N900T Build/LRX21V),"31,557"
BBCBeacon/3.5 (iPhone; iPhone OS 7.0.4) BBCNews/2.1.4,"31,460"
BBCBeacon/0.74b (KFOT; Android 4.0.3) news/2.2,"31,441"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Moto G (4) Build/MPJ24.139-23.1),"31,400"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-T230NU Build/KOT49H),"31,395"
Dalvik/1.6.0 (Linux; U; Android 4.3; C5303 Build/12.1.A.1.205),"31,234"
BBCNews/3.6.2.6 CFNetwork/711.3.18 Darwin/14.0.0,"30,864"
BBCNews/3.4.1.2 CFNetwork/672.1.14 Darwin/14.0.0,"30,763"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-P550 Build/MMB29M),"30,736"
BBCBeacon/3.5 (iPad; iPhone OS 7.0.4) BBCNews/2.1.4,"30,568"
Dalvik/2.1.0 (Linux; U; Android 6.0; XT1092 Build/MPE24.49-18),"30,526"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; GT-I8190 Build/JZO54K),"30,449"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; HTC One M8s Build/LRX22G),"30,416"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; GT-N7105 Build/KOT49H),"30,295"
BBCNews/3.4.1.2 CFNetwork/672.0.8 Darwin/14.0.0,"29,729"
Dalvik/2.1.0 (Linux; U; Android 5.1; XT1039 Build/LPBS23.13-17.6-1),"29,653"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N920P Build/MMB29K),"29,376"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G925T Build/MMB29K),"29,365"
Dalvik/2.1.0 (Linux; U; Android 5.0; ALE-L21 Build/HuaweiALE-L21),"29,051"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-K350 Build/MRA58K),"29,049"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-N910F Build/LMY47X),"28,660"
Dalvik/2.1.0 (Linux; U; Android 5.1; XT1021 Build/LPCS23.13-34.8-3),"28,652"
Dalvik/2.1.0 (Linux; U; Android 5.0; SM-N900W8 Build/LRX21V),"28,605"
BBCNews/3.9.1.48 CFNetwork/758.1.6 Darwin/15.0.0,"28,399"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; D6503 Build/23.5.A.0.575),"28,297"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; Mi 4i MIUI/V8.0.1.0.LXIMIDG),"28,222"
BBCBeacon/0.74b (SM-N9005; Android 5.0) news/2.5.5 UK,"28,134"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-T805 Build/LRX22G),"28,120"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H811 Build/MRA58K),"27,862"
BBCBeacon/0.74b (KFSOWI; Android 4.4.3) news/2.2,"27,826"
Dalvik/2.1.0 (Linux; U; Android 5.1; XT1033 Build/LPBS23.13-56-2),"27,773"
BBCBeacon/0.74b (GT-I8200N; Android 4.2.2) news/2.5.5 UK,"27,325"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J700F Build/LMY48B),"27,134"
BBCNews/3.9.3.14 CFNetwork/672.0.2 Darwin/14.0.0,"26,988"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HTC One mini Build/KOT49H),"26,667"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; HTC Desire 530 Build/MMB29M),"26,517"
BBCNews/3.4.1.2 CFNetwork/711.2.23 Darwin/14.0.0,"26,384"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SAMSUNG-SM-G925A Build/MMB29K),"26,367"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-A500F Build/LRX22G),"26,308"
BBCBeacon/3.5 (iPhone; iPhone OS 8.3) BBCNews/2.1.4,"26,240"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G928F Build/LMY47X),"26,181"
BBCNews/3.6.2.6 CFNetwork/672.1.15 Darwin/14.0.0,"26,149"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G928V Build/MMB29K),"26,051"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; ONEPLUS A3000 Build/MMB29M),"25,521"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G7102 Build/KOT49H),"25,499"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; LG-D802 Build/KOT49I.D80220h),"25,426"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; G7-L01 Build/HuaweiG7-L01),"25,418"
Dalvik/2.1.0 (Linux; U; Android 5.1; Lenovo TAB 2 A8-50F Build/LMY47D),"25,354"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; F5121 Build/34.0.A.2.292),"25,312"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; KIW-L21 Build/HONORKIW-L21),"25,308"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G530W Build/LMY47X),"25,293"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G935P Build/MMB29M),"25,246"
BBCNews/3.6.0.149 CFNetwork/711.3.18 Darwin/14.0.0,"25,149"
BBCBeacon/0.74b (GT-P3110; Android 4.2.2) news/2.5.5 UK,"25,113"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-N9005 Build/KOT49H),"24,921"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G531H Build/LMY48B),"24,889"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-P900 Build/LRX22G),"24,708"
BBCNews/3.6.0.153 CFNetwork/758.4.3 Darwin/15.5.0,"24,651"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G9350 Build/MMB29M),"24,568"
BBCBeacon/0.74b (XT1032; Android 5.1) news/2.5.5 UK,"24,503"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; E2003 Build/25.0.A.2.31),"24,220"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G925F Build/LMY47X),"24,069"
Dalvik/1.6.0 (Linux; U; Android 4.3; Kestrel Build/HuaweiG535-L11),"24,055"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; XT1565 Build/MCD24.107-51.5),"23,834"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-T555 Build/LRX22G),"23,704"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H340n Build/MRA58K),"23,596"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G928C Build/MMB29K),"23,309"
Dalvik/2.1.0 (Linux; U; Android 6.0; XT1572 Build/MPHS24.49-18-4),"23,293"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; Y635-L01 Build/HuaweiY635-L01),"23,223"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-T705 Build/LRX22G),"23,106"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; XT1563 Build/MPD24.107-52),"23,036"
Dalvik/2.1.0 (Linux; U; Android 6.0; HTC6525LVW Build/MRA58K),"23,015"
BBCBeacon/3.5 (iPad; iPhone OS 7.1.2) BBCNews/2.1.4,"22,781"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G388F Build/LMY48B),"22,780"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SAMSUNG-SM-G891A Build/MMB29M),"22,729"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N930V Build/MMB29M),"22,594"
BBCBeacon/0.74b (KFAPWI; Android 4.4.3) news/2.2,"22,489"
BBCBeacon/0.74b (GT-P5110; Android 4.2.2) news/2.5.5 UK,"22,299"
Dalvik/2.1.0 (Linux; U; Android 6.0; F3111 Build/33.2.A.2.93),"22,296"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 7 Build/MOB30P),"22,268"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SGH-I747M Build/KOT49H),"22,137"
Dalvik/2.1.0 (Linux; U; Android 5.0; SAMSUNG-SM-N900A Build/LRX21V),"22,094"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N910P Build/MMB29M),"22,073"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; TECNO-C8 Build/LRX22G),"22,056"
Dalvik/2.1.0 (Linux; U; Android 6.0; E5603 Build/30.2.A.0.100),"22,026"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J500H Build/LMY48B),"21,511"
BBCNews/3.6.2.6 CFNetwork/711.5.6 Darwin/14.0.0,"21,494"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; MotoE2(4G-LTE) Build/LXI22.50-53.8),"21,473"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 4LTE MIUI/V8.0.2.0.MXDCNDG),"21,395"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-J700H Build/LMY48B),"21,353"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N910H Build/MMB29K),"21,207"
BBCNews/3.6.0.149 CFNetwork/672.1.15 Darwin/14.0.0,"21,193"
BBCNews/3.6.2.6 CFNetwork/711.4.6 Darwin/14.0.0,"21,188"
BBCBeacon/3.5 (iPhone; iPhone OS 9.3.3) BBCNews/2.1.4,"20,798"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Lenovo YT3-X50F Build/LMY47V),"20,664"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; D5833 Build/23.5.A.1.291),"20,361"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; GT-S6810P Build/JZO54K),"20,297"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G386T Build/KOT49H),"20,172"
BBCBeacon/3.5 (iPhone; iPhone OS 9.2.1) BBCNews/2.1.4,"20,098"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; D2303 Build/18.3.1.C.1.17),"19,927"
Dalvik/2.1.0 (Linux; U; Android 7.0; Nexus 6 Build/NPD90G),"19,908"
BBCNews/3.9.1.48 CFNetwork/711.2.23 Darwin/14.0.0,"19,731"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; P023 Build/LRX22G),"19,672"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H818 Build/MRA58K),"19,665"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G901F Build/MMB29M),"19,532"
Dalvik/2.1.0 (Linux; U; Android 5.1; B3-A20 Build/LMY47I),"19,526"
BBCNews/3.4.1.2 CFNetwork/758.0.2 Darwin/15.0.0,"19,339"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 5 Build/MOB30M),"19,300"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; SM-T110 Build/JDQ39),"19,188"
Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI NXT-AL10 Build/HUAWEINXT-AL10),"19,119"
BBCBeacon/0.74b (TECNO-Y6; Android 4.4.2) news/2.2,"19,070"
BBCNews/3.6.2.6 CFNetwork/758.3.15 Darwin/15.4.0,"19,046"
BBCNews/3.6.2.6 CFNetwork/711.1.16 Darwin/14.0.0,"18,989"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; G620S-L01 Build/HuaweiG620S-L01),"18,893"
Dalvik/2.1.0 (Linux; U; Android 6.0; HUAWEI NXT-L29 Build/HUAWEINXT-L29),"18,817"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; D6603 Build/23.4.A.1.264),"18,799"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SCH-I535 Build/KOT49H),"18,723"
Dalvik/2.1.0 (Linux; U; Android 5.1; XT1039 Build/LPBS23.13-17.3-1),"18,698"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; D2403 Build/18.6.A.0.182),"18,638"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 5X Build/MTC19Z),"18,616"
BBCNews/3.4.1.2 CFNetwork/672.1.13 Darwin/14.0.0,"18,599"
Dalvik/2.1.0 (Linux; U; Android 6.0; MotoG3 Build/MPI24.65-33.1),"18,536"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G530T Build/LMY47X),"18,473"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; Nexus 7 Build/KTU84P),"18,380"
Dalvik/2.1.0 (Linux; U; Android 6.0; E5823 Build/32.1.A.1.185),"18,375"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T330NU Build/LMY47X),"18,350"
BBCNews/3.4.1.2 CFNetwork/711.1.12 Darwin/14.0.0,"18,343"
BBCBeacon/3.5 (iPad; iPhone OS 8.3) BBCNews/2.1.4,"18,316"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-J710F Build/MMB29K),"18,268"
Dalvik/2.1.0 (Linux; U; Android 5.0; K013 Build/LRX21V),"18,249"
BBCBeacon/3.5 (iPad; iPhone OS 7.1.1) BBCNews/2.1.4,"18,124"
BBCNews/3.9.1.48 CFNetwork/758.0.2 Darwin/15.0.0,"18,088"
BBCBeacon/0.74b (KFSAWI; Android 5.1.1) news/2.5.3 UK,"18,064"
BBCBeacon/3.5 (iPad; iPhone OS 9.3.3) BBCNews/2.1.4,"17,856"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; E5823 Build/32.0.A.6.200),"17,807"
BBCNews/3.6.0.149 CFNetwork/711.4.6 Darwin/14.0.0,"17,800"
BBCBeacon/0.74b (GT-S7275R; Android 4.2.2) news/2.5.5 UK,"17,775"
Dalvik/2.1.0 (Linux; U; Android 5.0.1; YOGA Tablet 2-1050F Build/LRX22C),"17,720"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; STV100-3 Build/MMB29M),"17,712"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; D6653 Build/23.5.A.1.291),"17,681"
Dalvik/2.1.0 (Linux; U; Android 5.1; OPPO R9m Build/LMY47I),"17,661"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; ONE A2005 Build/MMB29M),"17,545"
Dalvik/2.1.0 (Linux; U; Android 5.0; SM-G900H Build/LRX21T),"17,544"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N910U Build/MMB29K),"17,424"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-A500FU Build/MMB29M),"17,268"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-J700T Build/MMB29K),"17,102"
Dalvik/2.1.0 (Linux; U; Android 5.0; E2303 Build/26.1.A.2.167),"17,081"
Dalvik/2.1.0 (Linux; U; Android 5.1; E5603 Build/30.1.A.1.33),"17,055"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; LG-D722 Build/LRX22G.A1440040099),"17,052"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; HUAWEI Y550-L01 Build/HuaweiY550-L01),"17,023"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N9200 Build/MMB29K),"16,977"
Dalvik/2.1.0 (Linux; U; Android 6.0; XT1064 Build/MPB24.65-34),"16,968"
BBCNews/3.9.1.48 CFNetwork/672.1.14 Darwin/14.0.0,"16,872"
BBCBeacon/3.5 (iPad; iPhone OS 8.4.1) BBCNews/2.1.4,"16,853"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-G530H Build/KTU84P),"16,847"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G360T Build/LMY47X),"16,800"
BBCBeacon/0.74b (SM-G800F; Android 5.1.1) news/2.5.5 UK,"16,741"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G928T Build/MMB29K),"16,725"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-S7580 Build/JDQ39),"16,716"
BBCNews/3.7.0.99 CFNetwork/758.4.3 Darwin/15.5.0,"16,707"
BBCBeacon/3.5 (iPod touch; iPhone OS 5.1.1) BBCNews/2.1.4,"16,666"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 7 Build/MOB30J),"16,658"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T713 Build/MMB29M),"16,647"
Dalvik/2.1.0 (Linux; U; Android 5.0; SAMSUNG-SM-G870A Build/LRX21T),"16,593"
Dalvik/1.6.0 (Linux; U; Android 4.1.2; GT-I9300 Build/JZO54K),"16,585"
Dalvik/2.1.0 (Linux; U; Android 5.1; LG-H815 Build/LMY47D),"16,547"
BBCBeacon/0.74b (ME173X; Android 4.2.2) news/2.5.5 UK,"16,420"
BBCNews/3.6.0.153 CFNetwork/758.2.8 Darwin/15.0.0,"16,342"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; Lenovo A5500-F Build/KOT49H),"16,206"
BBCNews/3.6.0.149 CFNetwork/758.3.15 Darwin/15.4.0,"16,143"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; D2005 Build/20.1.A.2.19),"16,065"
BBCBeacon/0.74b (GT-I9100; Android 2.3.5) news/2.5.4 UK,"16,064"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-T280 Build/LMY47V),"16,021"
BBCBeacon/0.74b (SM-G920F; Android 6.0.1) news/2.5.5 UK,"15,981"
Dalvik/2.1.0 (Linux; U; Android 5.0; LG-D855 Build/LRX21R.A1447078419),"15,927"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; VFD 600 Build/MMB29M),"15,907"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N915FY Build/MMB29M),"15,863"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; ASUS_T00J Build/KVT49L),"15,833"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; HUAWEI Y330-U01 Build/HuaweiY330-U01),"15,831"
BBCBeacon/3.5 (iPhone; iPhone OS 8.4.1) BBCNews/2.1.4,"15,825"
Dalvik/2.1.0 (Linux; U; Android 5.1; XT1096 Build/LPES23.32-25-5-2),"15,818"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-D851 Build/MRA58K),"15,775"
Dalvik/2.1.0 (Linux; U; Android 6.0; VS990 Build/MRA58K),"15,718"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; SM-G360H Build/KTU84P),"15,709"
BBCBeacon/3.5 (iPhone; iPhone OS 8.4) BBCNews/2.1.4,"15,606"
Dalvik/2.1.0 (Linux; U; Android 5.1; 5022X Build/LMY47I),"15,557"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9060 Build/JDQ39),"15,525"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; K010 Build/KOT49H),"15,519"
BBCBeacon/0.74b (GT-I9505; Android 5.0.1) news/2.4.5 UK,"15,507"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 7 Build/MOB30M),"15,457"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 5X Build/MTC19V),"15,366"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G360V Build/LMY48B),"15,352"
BBCNews/3.6.0.149 CFNetwork/711.1.16 Darwin/14.0.0,"15,306"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI 5 MIUI/V8.0.8.0.MAACNDH),"15,224"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SGP611 Build/23.5.A.1.291),"15,216"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; LGMS330 Build/LMY47V),"15,191"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SAMSUNG-SM-G870A Build/MMB29M),"15,159"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; VS987 Build/MMB29M),"15,079"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; MediaPad T1 8.0 Pro Build/HuaweiMediaPad),"15,070"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SPH-L710 Build/KOT49H),"15,042"
Dalvik/2.1.0 (Linux; U; Android 6.0; HTC6535LVW Build/MRA58K),"15,029"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; LG-D802 Build/LRX22G),"15,019"
BBCBeacon/0.74b (GT-I9300; Android 4.3) news/2.4.5 UK,"15,005"
Dalvik/1.6.0 (Linux; U; Android 4.3; C1905 Build/15.4.A.1.9),"14,802"
BBCBeacon/3.5 (iPhone; iPhone OS 6.1.4) BBCNews/2.1.4,"14,708"
Dalvik/2.1.0 (Linux; U; Android 5.0.1; LG-H340n Build/LRX21Y),"14,707"
Dalvik/2.1.0 (Linux; U; Android 6.0; F3311 Build/37.0.A.1.105),"14,650"
BBCNews/3.6.0.149 CFNetwork/711.5.6 Darwin/14.0.0,"14,646"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G360T1 Build/LMY47X),"14,633"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T815 Build/MMB29K),"14,607"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G386W Build/KOT49H),"14,534"
BBCBeacon/0.74b (SM-G901F; Android 5.0.2) news/2.5.5 UK,"14,482"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-T550 Build/LRX22G),"14,478"
BBCNews/3.9.1.48 CFNetwork/672.0.8 Darwin/14.0.0,"14,477"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; HTC One_M8 Build/LRX22G),"14,430"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-A300F Build/LRX22G),"14,407"
BBCBeacon/0.74b (GT-I9505; Android 4.4.2) news/2.5.5 UK,"14,392"
Dalvik/2.1.0 (Linux; U; Android 5.1; VF-795 Build/LMY47D),"14,243"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-T560NU Build/MMB29M),"14,189"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; D5803 Build/23.5.A.0.570),"14,157"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; XT1030 Build/SU6-7.7),"14,155"
Dalvik/1.6.0 (Linux; U; Android 4.2.2; GT-I9195 Build/JDQ39),"14,104"
BBCBeacon/3.5 (iPhone; iPhone OS 9.3.1) BBCNews/2.1.4,"14,028"
BBCBeacon/3.5 (iPad; iPhone OS 8.1.2) BBCNews/2.1.4,"14,010"
BBCBeacon/0.74b (Nexus 7; Android 5.1.1) news/2.5.5 UK,"13,976"
BBCNews/3.7.0.99 CFNetwork/758.2.8 Darwin/15.0.0,"13,972"
BBCBeacon/0.74b (GT-I9100; Android 2.3.4) news/2.5.4 UK,"13,962"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; XT1039 Build/KXB21.14-L1.56),"13,908"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; MI NOTE LTE MIUI/V8.0.2.0.MXECNDG),"13,846"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G130HN Build/KOT49H),"13,751"
Dalvik/1.6.0 (Linux; U; Android 4.4.4; D2203 Build/18.5.C.0.19),"13,743"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; E5823 Build/32.2.A.0.224),"13,712"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; HUAWEI Y360-U31 Build/HUAWEIY360-U31),"13,661"
Dalvik/2.1.0 (Linux; U; Android 6.0; XT1580 Build/MPK24.78-8),"13,661"
BBCBeacon/3.5 (iPad; iPhone OS 9.3.1) BBCNews/2.1.4,"13,621"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-N930T Build/MMB29M),"13,613"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; XT1562 Build/MPD24.107-70),"13,522"
Dalvik/1.6.0 (Linux; U; Android 4.4.2; SM-G355H Build/KOT49H),"13,514"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Harrier from EE Build/LMY47V),"13,514"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-H810 Build/MRA58K),"13,486"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; E6653 Build/32.2.A.0.224),"13,482"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; SM-G9250 Build/MMB29K),"13,467"
Dalvik/2.1.0 (Linux; U; Android 6.0; LG-D850 Build/MRA58K),"13,437"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; Harrier Mini from EE Build/LMY47V),"13,407"
BBCBeacon/0.74b (KFAPWA; Android 4.4.3) news/2.5.3 UK,"13,232"
BBCBeacon/0.74b (GT-I9100; Android 2.3.3) news/2.5.4 UK,"13,220"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-A500H Build/LRX22G),"13,105"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Moto G (4) Build/MPJ24.139-63),"13,102"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SGP311 Build/10.7.A.0.228),"13,100"
BBCBeacon/3.5 (iPhone; iPhone OS 7.1.1) BBCNews/2.1.4,"13,097"
Dalvik/2.1.0 (Linux; U; Android 5.0.2; SM-P550 Build/LRX22G),"13,089"
Dalvik/2.1.0 (Linux; U; Android 6.0.1; Nexus 6P Build/MTC19X),"13,052"
BBCBeacon/3.5 (iPhone; iPhone OS 8.1.2) BBCNews/2.1.4,"13,025"
Dalvik/2.1.0 (Linux; U; Android 5.1.1; SM-G361H Build/LMY48B),"13,009"
